1575540287285;subject_id_set;{"subject_id":"GH56I","subject_condition":"SPONTANEOUS"}
1575540287285;app_metadata;{"version_code":10100,"version_name":"1.1.0_20191127_0039-9d94c92"}
1575540287285;phone_metadata;{"brand":"samsung","manufacturer":"samsung","model":"SM-G930F","version_sdk_level":26,"version_security_patch":"2019-09-01","version_release":"8.0.0"}
1575582070918;evening_salivette;{"id":815}
1575582073875;barcode_scan_init;{}
1575582078723;barcode_scanned;{"id":815,"saliva_id":5,"barcode_value":"0720005"}
1575582101432;barcode_scan_init;{}
1575582104039;service_started;{}
1575582121581;user_present;{}
1575582121896;screen_off;{}
1575582121993;screen_on;{}
1575582124317;lights_out;{}
1575582128330;lights_out;{}
1575582133891;screen_off;{}
1575582217772;user_present;{}
1575582218093;screen_on;{}
1575582231521;screen_off;{}
1575582310717;user_present;{}
1575582311121;screen_on;{}
1575582350219;screen_off;{}
