1575618718756;user_present;{}
1575618719444;screen_on;{}
1575618743594;spontaneous_awakening;{"id":4711}
1575618746033;service_stopped;{}
1575618746234;barcode_scan_init;{}
1575618762569;barcode_scanned;{"id":4711,"saliva_id":0,"barcode_value":"0720100"}
1575618762631;timer_set;{"id":37478,"timestamp":1575619662585}
1575619662790;alarm_ring;{"id":37478,"extra_saliva_id":1,"is_hidden":false}
1575619668226;alarm_stop;{"id":37478,"source":0,"saliva_id":1}
1575619668283;barcode_scan_init;{}
1575619681685;barcode_scanned;{"id":37478,"saliva_id":1,"barcode_value":"0720101"}
1575619681730;timer_set;{"id":70245,"timestamp":1575620581721}
1575620582884;alarm_ring;{"id":70245,"extra_saliva_id":2,"is_hidden":false}
1575620586638;alarm_stop;{"id":70245,"source":0,"saliva_id":2}
1575620586683;barcode_scan_init;{}
1575620598166;barcode_scanned;{"id":70245,"saliva_id":2,"barcode_value":"0720102"}
1575620598195;timer_set;{"id":103012,"timestamp":1575621498180}
1575621498872;alarm_ring;{"id":103012,"extra_saliva_id":3,"is_hidden":false}
1575621501766;alarm_stop;{"id":103012,"source":0,"saliva_id":3}
1575621501820;barcode_scan_init;{}
1575621516232;barcode_scanned;{"id":103012,"saliva_id":3,"barcode_value":"0720103"}
1575621516271;timer_set;{"id":135779,"timestamp":1575622416253}
1575622416390;alarm_ring;{"id":135779,"extra_saliva_id":4,"is_hidden":false}
1575622421299;alarm_stop;{"id":135779,"source":0,"saliva_id":4}
1575622421365;barcode_scan_init;{}
1575622430331;barcode_scanned;{"id":135779,"saliva_id":4,"barcode_value":"0720104"}
1575622430355;day_finished;{"day_counter":0}
1575671068321;evening_salivette;{"id":815}
1575671071054;barcode_scan_init;{}
1575671079316;barcode_scanned;{"id":815,"saliva_id":5,"barcode_value":"0720105"}
1575671081306;service_started;{}
1575671138383;lights_out;{}
1575671144372;screen_off;{}
