start,duration,value
2020-10-16T05:24:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[19,18,17,19,20,18,18,20,20,18,20,18,18,18,16,20,20,17,20,17,14,17,18,19,19,19,19,18,19,19,18,18,17,19,19,19,19,18,19,19,19,19,19,19,19,16,18,18,15,16,16,18,15,16,15,17,15,17,16,17,16,18,19,19,18,16,19,18,17,17,19,17,18,19,17,17,15,17,18,18,17,17,17,18,17,17,16,17,15,16,17,15,19,18,18,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,16,15,15,15,16,15,16,15,19,19,18,17,17,17,18,17,17,15,17,17,18,17,16,15,17,17,17,18,17,17,18,18,15,18,17,17,17,19]"
2020-10-16T05:53:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[19,18,18,17,19,19,19,19,18,19,19,19,19,19,19,19,16,18,18,15,16,16,18,15,16,15,17,15,17,16,17,16,18,19,19,18,16,19,18,17,17,19,17,18,19,17,17,15,17,18,18,17,17,17,18,17,17,16,17,15,16,17,15,19,18,18,17,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,15,15,16,15,15,15,16,15,16,15,19,19,18,17,17,17,18,17,17,15,17,17,18,17,16,15,17,17,17,18,17,17,18,18,15,18,17,17,17,19]"
2020-10-16T08:01:00+02:00,[60],[12]
2020-10-12T20:47:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[11,14,17,22,21,17,21,18,20,21,20,20,21,20,16,10,21,21,20,20,19,19,10,18,18,21,22,22,20,10,17,10,21,22,21,11,21,22,22,21,24,24,23,21,10,10,20,20,20,20,18,20,23,26,21,25,22,22,25,21,23,18,19,20,20,20,20,20,20,11,22,17,11,19,12,20,18,19,20,20,23,20,21,22,21,20,21,22,24,19,21,22,21,10,12,12,25,25,23,21,22,20,11,22,20,20,10,21,10,19,19,19,20,22,13,15,11,24,15,16,22,11,11,11,12,11,12,20,17,24,25,11,12,18,26,25,25,11,24,21,12,23,22,17,13,17,20,21,19,20,20,20,19,20,20,22,25,9,11,12,21,22,22,22,21,20,20,20,20,20,17,22,22,22,20,20,18,9,20,21]"
2020-10-12T21:10:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[18,18,21,22,22,20,10,17,10,21,22,21,11,21,22,22,21,24,24,23,21,10,10,20,20,20,20,18,20,23,26,21,25,22,22,25,21,23,18,19,20,20,20,20,20,20,11,22,17,11,19,12,20,18,19,20,20,23,20,21,22,21,20,21,22,24,19,21,22,21,10,12,12,25,25,23,21,22,20,11,22,20,20,10,21,10,19,19,19,20,22,13,15,11,24,15,16,22,11,11,11,12,11,12,20,17,24,25,11,12,18,26,25,25,11,24,21,12,23,22,17,13,17,20,21,19,20,20,20,19,20,20,22,25,9,11,12,21,22,22,22,21,20,20,20,20,20,17,22,22,22,20,20,18,9,20,21,21,12,12]"
2020-10-12T23:52:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[19,18,18,17,18,17,17,17,17,19,17,17,17,17,17,16,17,17]"
2020-10-12T23:47:00+02:00,"[60,60,60]","[21,12,12]"
2020-10-13T00:10:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[16,16,17,17,16,17,17,17,17,17,18,17,17,17,17,17,17,17,17,17,17,17,17,18,17,17,18,17,17,17,17,17,17,17,17,17,17,17,16,16,16,17,17,19,17,18,18,16,18,19,17,17,18,19,17,17,16,17,16,17,17,17,17,17,17,17,17,17,17,17,18,18,18,17,17,17,17,17,17,17,17,17,18,17,17,17,17,17,17,17,18,18,17,17,17,17,17,16,16,17,17,17,17,17,17,17,16,16,16,16,17,17,17,16,16,16,16,16,16,20,20,19,22,18,19,17,14,19,22,18,17,17,16,17,15,14,15,14,15,16,14,16,16,16,16,15,15,16,16,16,16,17,16,17,17,17,17,17,17,17,17,17,17,17,17,16,16,17,17,16,17,17,15,16,17,17,17,17,18,17]"
2020-10-13T02:47:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[17,17,17,17,17,17,17,17,16,16,17,17,16,17,17,15,16,17,17,17,17,18,17,17,18,17,16,16,16,17,18,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,16,16,17,16,16,16,17,15,16,15,17,16,16,16,20,17,18,16,18,18,17,17,16,16,15,18,17,19,19,22,20,16,16,15,15,16,15,20,18,19,17,19,17,21,15,15,16,15,14,14,15,15,16,15,16,15,15,15,16,16,15,15,16,15,16,16,16,16,16,17,17,17,16,17,17,17,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,16,17,16,17,16,16,17,16,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,16,16,16,16]"
2020-10-13T03:10:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[17,18,17,16,16,16,17,18,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,16,16,17,16,16,16,17,15,16,15,17,16,16,16,20,17,18,16,18,18,17,17,16,16,15,18,17,19,19,22,20,16,16,15,15,16,15,20,18,19,17,19,17,21,15,15,16,15,14,14,15,15,16,15,16,15,15,15,16,16,15,15,16,15,16,16,16,16,16,17,17,17,16,17,17,17,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,16,17,16,17,16,16,17,16,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,16,16,16,16,16,16,15,20,19,17,20,19,17,17,15,16,16,16,15,15,15,16,17,15,17,15,16]"
2020-10-13T05:47:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[16,16,15,20,19,17,20,19,17,17,15,16,16,16,15,15,15,16,17,15,17,15,16,15,15,16,15,16,15,15,15,15,15,15,16,15,15,16,16,16,17,16,17,17,17,17,17,17,15,15,15,15,15,16,16,16,15,16,16,16,16,17,16,17,17,15,16,16,17,16,16,17,16,16,16,16,17,16,15,16,15,15,16,16,15,16,16,17,15,17,18,16,18,20]"
2020-10-13T06:10:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[15,15,16,15,16,15,15,15,15,15,15,16,15,15,16,16,16,17,16,17,17,17,17,17,17,15,15,15,15,15,16,16,16,15,16,16,16,16,17,16,17,17,15,16,16,17,16,16,17,16,16,16,16,17,16,15,16,15,15,16,16,15,16,16,17,15,17,18,16,18,20]"
2020-10-12T00:22:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[13,14,14,15,15,15,15,13,15,15,18,15,17,17,15,16,12,13,15,13,15,15,15,15,15,15,15,15,15,15,15,16,15,15,15,15,16,15,16,16,16,16,16,16,16,16,16,17,16,16,17,16,16,17,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,17,18,18,18,18,18,18,18,18,18,17,17,17,17,18,18,18,17,19,17,19,19,17,17,17,18,17,17,18,18,19,19,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,19,19,19,19,19,18,16,17,18,18,18,19,16,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,17,17,17,17,16,17,25,17,17,16]"
2020-10-12T03:22:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[17,16,17,18,17,18,19,17,19,18,18,18,19,17,17,17,17,17,18,17,17,17,17,17,17,17,18,19,17,18,18,19,18,18,18,18,19,18,19,19,18,19,18,19,18,19,19,19,19,18,18,19,18,19,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,18,11,18,19,18,19,19,19,15,19,19,18,18,17,18,17,18,17,18,17,18,17,19,19,20,18,19,18,17,18,17,21,21,19,17,17,16,17,17,18,17,18,17,16,17,18,17,17,17,17,17,18,18,18,18,18,18,18,19,19,18,17,17,17,18,18,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,17,18,18,15,17,17,16,17,16,17,17,17,17,17,17,16,17,17,14,17,17]"
2020-10-12T06:22:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[16,17,17,14,13,14,14,16,15,15,16,15,15,15,12,16,15,16,15,15,15,15,17,15,15,15,15,15,15,17,17,16,17,15,13,14,15,15,16,14,15,15,15,14,15,15,16,16]"
2020-10-12T07:12:00+02:00,"[60,60,60]","[15,15,18]"
2020-10-11T02:04:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[15,9,16,17,11,15,12,12,23,17,17,17,16,17,16,17,17,17,17,16,16,17,17,17,17,17,17,17,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,16,17,18,17,18,20,17,17,17,17,18,17,18,18,18,18,18,18,19,17,19,18,18,17,18,17,18,18,18,19,19,19,19,19,20,19,19,19,19,19,19,19,19,19,20,19,20,19,20,20,25,18,18,18,18,19,18,19,18,18,18,18,18,17,17,16,18,17,18,18,19,19,18,18,18,18,18,18,18,11,17,16,17,17,16,17,17,18,17,18,19,17,17,16,19,18,17,17,18,19,18,18,17,18,19,16,17,17,17,17,17,17,18,17,18,18,18,17,18,18,18,17,17,17,17,17,18,18,18]"
2020-10-11T05:04:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[18,18,18,18,17,14,17,18,18,18,18,18,19,18,18,18,18,18,19,19,18,19,18,17,18,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,17,19,18,18,21,19,18,18,20,17,18,18,18,18,17,17,16,20,16,20,25,25,22,17,18,17,17,18,18,17,17,15,18,17,17,19,16,16,16,18,17,17,17,17,18,17,21,12,18,19,18,18,18,18,19,19,15,17,17,18,18,17,17,17,17,18,18,18,17,17,18,17,17,18,18,17,17,17,18,18,17,18,17,15,11,16,17,17,17,17,17,17,17,17,17,16,17,17,16,17,20,18,19,19,18,19,19,18,19,18,17,18,18,18,17,17,18,19,19,16,17,17,17,18,18,17,18,18,18,17,16,17,16,16,16,17,16,18]"
2020-10-11T06:34:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[18,19,18,18,18,18,19,19,15,17,17,18,18,17,17,17,17,18,18,18,17,17,18,17,17,18,18,17,17,17,18,18,17,18,17,15,11,16,17,17,17,17,17,17,17,17,17,16,17,17,16,17,20,18,19,19,18,19,19,18,19,18,17,18,18,18,17,17,18,19,19,16,17,17,17,18,18,17,18,18,18,17,16,17,16,16,16,17,16,18,16,17,17,17,17,17,16,19,19,19,18,19,15,16,17,17,17,16,15,17,17,17,17,17,15,16,18,20,19,17,19,19,20,19,19,18,18,17,17,18,15,17,17,19,17,18,18,21,18,18,15,16,19,18,18,18,17,17,17,18,17,17,17,18,16,17,18,19,18,18,17,17,18,21,19,19,18,18,21,21,18,18,18,17,18,18,18,17,17,16]"
2020-10-11T08:04:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[16,17,17,17,17,17,16,19,19,19,18,19,15,16,17,17,17,16,15,17,17,17,17,17,15,16,18,20,19,17,19,19,20,19,19,18,18,17,17,18,15,17,17,19,17,18,18,21,18,18,15,16,19,18,18,18,17,17,17,18,17,17,17,18,16,17,18,19,18,18,17,17,18,21,19,19,18,18,21,21,18,18,18,17,18,18,18,17,17,16,17,17,15,16,15,18,18,17,18,18,18,18,17,17,18,14,15,14,15,15,12,17,17,19,14]"
2020-10-11T10:00:00+02:00,"[60,60,60]","[15,15,10]"
2020-10-11T10:08:00+02:00,"[60,60]","[16,17]"
2020-10-11T09:34:00+02:00,"[60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60]","[17,17,15,16,15,18,18,17,18,18,18,18,17,17,18,14,15,14,15,15,12,17,17,19,14]"
