timestamps,TP9,AF7,AF8,TP10,Right AUX
1606398317.805,-41.016,-39.062,-33.203,-39.062,0.000
1606398317.809,-40.527,-27.832,-30.273,-40.527,0.000
1606398317.813,-31.250,-22.949,-33.203,-32.227,0.000
1606398317.817,-25.879,-26.367,-34.180,-27.832,0.000
1606398317.821,-32.227,-25.879,-30.273,-38.086,0.000
1606398317.825,-41.504,-28.320,-25.391,-47.852,0.000
1606398317.829,-43.945,-29.785,-27.832,-39.551,0.000
1606398317.833,-40.039,-30.762,-32.227,-20.996,0.000
1606398317.836,-27.832,-29.297,-34.180,-15.625,0.000
1606398317.840,-25.879,-20.508,-24.414,-20.996,0.000
1606398317.844,-35.156,-23.926,-16.602,-24.414,0.000
1606398317.848,-41.016,-31.738,-24.414,-30.273,0.000
1606398317.852,-31.738,-30.762,-37.598,-28.320,0.000
1606398317.856,-25.391,-33.691,-36.133,-23.926,0.000
1606398317.860,-29.297,-35.156,-30.273,-29.297,0.000
1606398317.864,-32.227,-33.691,-34.668,-32.715,0.000
1606398317.868,-40.039,-30.273,-36.621,-36.133,0.000
1606398317.872,-36.133,-20.996,-26.367,-34.180,0.000
1606398317.876,-23.926,-22.461,-20.020,-19.531,0.000
1606398317.879,-22.949,-16.602,-20.020,-21.484,0.000
1606398317.883,-26.367,-16.602,-24.902,-30.762,0.000
1606398317.887,-31.738,-35.645,-33.691,-29.785,0.000
1606398317.891,-33.203,-37.109,-35.156,-28.320,0.000
1606398317.895,-27.832,-33.203,-33.203,-26.855,0.000
1606398317.899,-23.926,-37.598,-37.109,-21.484,0.000
1606398317.903,-29.785,-38.574,-40.527,-20.996,0.000
1606398317.907,-41.016,-35.156,-35.645,-26.855,0.000
1606398317.911,-40.527,-26.367,-29.785,-20.996,0.000
1606398317.915,-37.109,-23.926,-28.320,-13.672,0.000
1606398317.918,-36.621,-29.785,-31.250,-7.812,0.000
1606398317.922,-35.156,-32.227,-41.504,-14.160,0.000
1606398317.926,-42.480,-35.645,-42.480,-28.320,0.000
1606398317.930,-41.016,-39.551,-38.574,-32.715,0.000
1606398317.934,-26.367,-40.527,-30.762,-29.785,0.000
1606398317.938,-26.855,-38.574,-34.180,-25.391,0.000
1606398317.942,-30.273,-34.180,-42.969,-29.297,0.000
1606398317.946,-28.809,-29.297,-33.203,-33.691,0.000
1606398317.950,-27.344,-27.344,-27.344,-21.484,0.000
1606398317.954,-21.484,-26.367,-30.273,-10.254,0.000
1606398317.958,-15.137,-20.020,-28.809,-11.230,0.000
1606398317.961,-15.137,-28.809,-31.250,-19.531,0.000
1606398317.965,-25.391,-37.109,-33.691,-24.902,0.000
1606398317.969,-31.738,-29.297,-29.297,-15.137,0.000
1606398317.973,-25.879,-17.578,-32.715,-12.207,0.000
1606398317.977,-17.090,-14.160,-39.551,-14.160,0.000
1606398317.981,-15.137,-22.949,-38.086,-14.648,0.000
1606398317.985,-26.855,-27.344,-27.344,-25.879,0.000
1606398317.989,-37.598,-26.855,-20.020,-33.203,0.000
1606398317.993,-30.273,-34.668,-18.066,-24.414,0.000
1606398317.997,-18.555,-46.875,-20.996,-14.160,0.000
1606398318.001,-15.137,-32.227,-32.715,-11.230,0.000
1606398318.004,-19.531,-14.160,-40.527,-22.461,0.000
1606398318.008,-28.320,-23.926,-38.086,-27.832,0.000
1606398318.012,-27.344,-28.320,-34.668,-25.391,0.000
1606398318.016,-19.531,-19.531,-33.203,-24.414,0.000
1606398318.020,-21.973,-26.855,-37.598,-19.043,0.000
1606398318.024,-31.738,-33.691,-42.969,-25.391,0.000
1606398318.028,-34.180,-32.715,-33.691,-31.250,0.000
1606398318.032,-28.809,-26.855,-21.973,-25.879,0.000
1606398318.036,-24.414,-25.391,-31.250,-17.090,0.000
1606398318.040,-24.902,-31.250,-40.039,-11.230,0.000
1606398318.043,-31.738,-27.832,-31.250,-17.578,0.000
1606398318.047,-35.645,-20.020,-21.973,-29.297,0.000
1606398318.051,-30.762,-21.484,-20.996,-24.414,0.000
1606398318.055,-25.391,-27.344,-22.461,-9.766,0.000
1606398318.059,-26.367,-24.414,-22.949,-15.625,0.000
1606398318.063,-29.297,-23.926,-28.320,-26.367,0.000
1606398318.067,-33.691,-33.203,-28.320,-26.855,0.000
1606398318.071,-32.715,-29.297,-34.180,-28.320,0.000
1606398318.075,-24.902,-16.602,-36.133,-20.020,0.000
1606398318.079,-21.973,-15.625,-25.391,-20.020,0.000
1606398318.083,-26.367,-28.320,-25.879,-33.203,0.000
1606398318.086,-36.133,-29.785,-24.414,-34.180,0.000
1606398318.090,-36.621,-26.855,-17.578,-26.367,0.000
1606398318.094,-28.809,-22.949,-20.020,-14.160,0.000
1606398318.098,-18.555,-19.531,-24.414,-6.836,0.000
1606398318.102,-20.996,-31.738,-28.320,-12.695,0.000
1606398318.106,-35.645,-30.762,-31.738,-22.949,0.000
1606398318.110,-40.527,-21.973,-42.969,-27.832,0.000
1606398318.114,-31.250,-25.391,-50.781,-25.879,0.000
1606398318.118,-23.438,-24.902,-26.855,-17.090,0.000
1606398318.122,-29.785,-22.949,-12.695,-20.996,0.000
1606398318.126,-35.156,-35.645,-17.578,-33.691,0.000
1606398318.129,-34.180,-39.551,-19.043,-27.344,0.000
1606398318.133,-30.762,-35.156,-22.461,-28.320,0.000
1606398318.137,-25.391,-39.062,-30.273,-30.762,0.000
1606398318.141,-26.367,-36.621,-33.691,-26.855,0.000
1606398318.145,-38.086,-34.180,-30.273,-30.762,0.000
1606398318.149,-42.969,-31.738,-24.902,-29.785,0.000
1606398318.153,-36.621,-23.926,-27.832,-24.902,0.000
1606398318.157,-24.414,-20.508,-30.762,-13.672,0.000
1606398318.161,-24.414,-20.020,-28.320,-15.137,0.000
1606398318.165,-37.598,-25.391,-22.949,-31.250,0.000
1606398318.168,-45.898,-29.297,-17.578,-36.621,0.000
1606398318.172,-39.551,-30.762,-22.461,-31.250,0.000
1606398318.176,-31.250,-28.809,-35.156,-22.949,0.000
1606398318.180,-33.691,-23.438,-37.109,-27.344,0.000
1606398318.184,-41.992,-28.320,-33.203,-36.621,0.000
1606398318.188,-48.340,-37.109,-32.715,-32.227,0.000
1606398318.192,-44.922,-37.598,-25.391,-26.367,0.000
1606398318.196,-40.527,-30.762,-26.855,-28.320,0.000
1606398318.200,-37.598,-34.180,-34.668,-29.785,0.000
1606398318.204,-39.062,-35.156,-36.621,-31.738,0.000
1606398318.208,-41.016,-30.762,-29.297,-38.574,0.000
1606398318.211,-38.574,-31.738,-24.414,-31.250,0.000
1606398318.215,-23.438,-26.855,-32.227,-17.578,0.000
1606398318.219,-17.090,-21.484,-41.016,-18.555,0.000
1606398318.223,-32.715,-25.391,-41.504,-26.367,0.000
1606398318.227,-40.039,-25.879,-39.551,-24.902,0.000
1606398318.231,-38.086,-32.715,-35.156,-21.973,0.000
1606398318.235,-32.715,-40.527,-28.809,-17.090,0.000
1606398318.239,-29.297,-30.273,-28.320,-22.461,0.000
1606398318.243,-28.320,-20.508,-26.367,-36.621,0.000
1606398318.247,-34.668,-28.320,-28.809,-35.156,0.000
1606398318.251,-43.457,-33.203,-35.645,-33.203,0.000
1606398318.254,-34.180,-26.855,-31.738,-35.156,0.000
1606398318.258,-28.320,-27.344,-32.715,-31.738,0.000
1606398318.262,-34.180,-33.691,-35.645,-29.785,0.000
1606398318.266,-41.016,-37.598,-43.457,-37.109,0.000
1606398318.270,-42.480,-35.156,-43.457,-33.691,0.000
1606398318.274,-35.156,-33.203,-29.785,-31.738,0.000
1606398318.278,-33.203,-36.133,-29.297,-33.203,0.000
1606398318.282,-38.086,-31.250,-34.180,-35.645,0.000
1606398318.286,-46.387,-28.809,-31.250,-47.363,0.000
1606398318.290,-48.828,-29.785,-25.879,-40.527,0.000
1606398318.293,-42.480,-36.133,-34.668,-27.832,0.000
1606398318.297,-36.133,-37.109,-41.504,-19.531,0.000
1606398318.301,-40.039,-25.391,-30.273,-23.926,0.000
1606398318.305,-47.852,-29.785,-22.949,-36.621,0.000
1606398318.309,-47.363,-34.180,-24.414,-37.598,0.000
1606398318.313,-40.527,-27.344,-30.762,-21.973,0.000
1606398318.317,-31.250,-27.832,-30.273,-10.254,0.000
1606398318.321,-33.691,-35.156,-29.297,-17.578,0.000
1606398318.325,-39.551,-39.062,-31.738,-23.438,0.000
1606398318.329,-41.504,-34.668,-36.133,-32.227,0.000
1606398318.333,-39.551,-22.461,-36.621,-39.551,0.000
1606398318.336,-31.738,-25.879,-36.133,-30.762,0.000
1606398318.340,-29.785,-38.574,-41.992,-24.414,0.000
1606398318.344,-41.504,-34.668,-35.156,-30.273,0.000
1606398318.348,-46.875,-29.785,-28.809,-33.691,0.000
1606398318.352,-37.109,-33.203,-29.297,-26.367,0.000
1606398318.356,-28.320,-25.391,-28.320,-23.438,0.000
1606398318.360,-25.879,-21.973,-26.855,-27.832,0.000
1606398318.364,-39.062,-28.809,-31.250,-41.016,0.000
1606398318.368,-50.781,-29.297,-32.227,-41.504,0.000
1606398318.372,-45.898,-23.926,-31.738,-34.180,0.000
1606398318.376,-32.715,-28.320,-43.457,-28.809,0.000
1606398318.379,-19.531,-32.715,-33.691,-24.902,0.000
1606398318.383,-22.949,-29.297,-20.996,-31.250,0.000
1606398318.387,-33.203,-27.832,-21.484,-30.273,0.000
1606398318.391,-27.832,-22.461,-24.414,-20.020,0.000
1606398318.395,-16.602,-20.508,-25.879,-8.789,0.000
1606398318.399,-12.207,-22.461,-24.414,-4.395,0.000
1606398318.403,-14.648,-20.020,-28.809,-12.207,0.000
1606398318.407,-19.531,-21.484,-34.180,-23.438,0.000
1606398318.411,-21.973,-27.344,-35.645,-22.461,0.000
1606398318.415,-20.020,-34.180,-41.992,-10.742,0.000
1606398318.418,-13.672,-29.785,-38.086,-8.301,0.000
1606398318.422,-17.578,-22.461,-29.297,-19.043,0.000
1606398318.426,-28.320,-15.625,-28.320,-25.391,0.000
1606398318.430,-26.855,-17.090,-29.297,-24.414,0.000
1606398318.434,-22.461,-22.461,-35.156,-16.113,0.000
1606398318.438,-20.508,-19.531,-31.738,-11.230,0.000
1606398318.442,-26.367,-20.996,-27.832,-22.949,0.000
1606398318.446,-34.180,-34.668,-28.320,-33.691,0.000
1606398318.450,-29.297,-33.203,-28.320,-26.367,0.000
1606398318.454,-20.508,-24.414,-32.715,-18.066,0.000
1606398318.458,-12.207,-31.250,-28.320,-7.812,0.000
1606398318.461,-15.625,-28.809,-23.438,-6.348,0.000
1606398318.465,-25.391,-21.484,-28.320,-14.648,0.000
1606398318.469,-26.367,-24.902,-30.762,-18.555,0.000
1606398318.473,-22.949,-34.180,-22.461,-9.277,0.000
1606398318.477,-21.484,-38.574,-21.973,-2.441,0.000
1606398318.481,-30.762,-26.855,-28.809,-14.160,0.000
1606398318.485,-45.898,-19.531,-24.902,-20.020,0.000
1606398318.489,-52.734,-27.832,-23.926,-21.973,0.000
1606398318.493,-44.434,-32.715,-28.809,-13.672,0.000
1606398318.497,-37.109,-26.855,-30.762,-15.137,0.000
1606398318.501,-35.645,-25.391,-33.691,-25.391,0.000
1606398318.504,-46.387,-34.668,-34.668,-29.297,0.000
1606398318.508,-52.734,-39.062,-33.203,-37.109,0.000
1606398318.512,-37.109,-31.738,-39.062,-35.156,0.000
1606398318.516,-27.832,-31.738,-42.969,-34.668,0.000
1606398318.520,-27.344,-38.086,-31.738,-30.762,0.000
1606398318.524,-30.762,-34.180,-25.391,-28.320,0.000
1606398318.528,-31.738,-21.973,-23.438,-29.785,0.000
1606398318.532,-23.438,-21.973,-25.391,-21.973,0.000
1606398318.536,-19.531,-27.832,-31.250,-15.625,0.000
1606398318.540,-20.508,-25.391,-29.785,-16.602,0.000
1606398318.543,-27.344,-23.926,-26.855,-20.020,0.000
1606398318.547,-33.203,-21.973,-26.367,-13.184,0.000
1606398318.551,-29.785,-19.043,-25.391,-6.348,0.000
1606398318.555,-21.484,-20.508,-21.484,-9.277,0.000
1606398318.559,-20.508,-24.414,-24.902,-12.695,0.000
1606398318.563,-28.320,-30.273,-32.227,-26.855,0.000
1606398318.567,-34.180,-36.621,-33.203,-38.086,0.000
1606398318.571,-34.180,-30.762,-29.785,-37.109,0.000
1606398318.575,-25.391,-28.320,-33.691,-28.320,0.000
1606398318.579,-24.414,-36.133,-39.551,-21.484,0.000
1606398318.583,-31.250,-29.785,-36.133,-27.344,0.000
1606398318.586,-33.691,-18.555,-30.273,-26.367,0.000
1606398318.590,-31.738,-21.484,-30.273,-19.043,0.000
1606398318.594,-23.926,-23.438,-39.551,-12.207,0.000
1606398318.598,-25.879,-29.785,-40.527,-15.625,0.000
1606398318.602,-34.180,-34.180,-31.738,-23.438,0.000
1606398318.606,-37.109,-28.320,-26.855,-26.367,0.000
1606398318.610,-39.062,-35.156,-31.738,-26.855,0.000
1606398318.614,-34.668,-34.180,-36.621,-18.066,0.000
1606398318.618,-28.320,-21.484,-33.203,-18.066,0.000
1606398318.622,-32.715,-21.973,-35.645,-21.484,0.000
1606398318.626,-41.504,-25.879,-32.227,-22.949,0.000
1606398318.629,-45.898,-20.508,-28.320,-28.320,0.000
1606398318.633,-41.016,-21.484,-28.809,-28.809,0.000
1606398318.637,-35.156,-26.367,-20.508,-29.297,0.000
1606398318.641,-34.668,-26.855,-15.625,-26.367,0.000
1606398318.645,-39.551,-21.973,-24.902,-28.320,0.000
1606398318.649,-40.039,-20.996,-28.320,-26.855,0.000
1606398318.653,-30.273,-28.809,-41.016,-16.602,0.000
1606398318.657,-22.461,-33.691,-47.363,-14.160,0.000
1606398318.661,-25.879,-29.297,-32.227,-24.414,0.000
1606398318.665,-32.227,-26.855,-25.391,-33.203,0.000
1606398318.668,-32.227,-33.691,-24.414,-26.855,0.000
1606398318.672,-27.832,-32.227,-27.344,-18.066,0.000
1606398318.676,-19.531,-32.715,-24.902,-11.719,0.000
1606398318.680,-12.695,-43.945,-25.391,-0.488,0.000
1606398318.684,-23.438,-38.574,-30.762,-4.883,0.000
1606398318.688,-41.016,-21.973,-42.969,-22.949,0.000
1606398318.692,-47.852,-23.438,-46.875,-22.949,0.000
1606398318.696,-37.109,-31.738,-31.738,-6.836,0.000
1606398318.700,-27.344,-41.016,-21.484,-9.277,0.000
1606398318.704,-38.574,-37.109,-28.320,-28.320,0.000
1606398318.708,-40.527,-23.926,-28.809,-40.527,0.000
1606398318.711,-28.809,-27.344,-34.180,-34.668,0.000
1606398318.715,-20.508,-26.855,-44.434,-25.391,0.000
1606398318.719,-21.484,-27.832,-35.156,-25.879,0.000
1606398318.723,-31.250,-32.227,-27.344,-33.691,0.000
1606398318.727,-36.621,-32.715,-25.391,-38.086,0.000
1606398318.731,-32.715,-32.227,-21.973,-29.785,0.000
1606398318.735,-26.367,-30.762,-31.738,-23.438,0.000
1606398318.739,-23.926,-27.832,-45.898,-21.484,0.000
1606398318.743,-29.785,-26.855,-41.016,-24.902,0.000
1606398318.747,-36.133,-25.391,-23.438,-36.133,0.000
1606398318.751,-40.039,-28.320,-16.602,-33.203,0.000
1606398318.754,-35.156,-31.738,-23.926,-28.320,0.000
1606398318.758,-27.344,-34.180,-30.273,-29.297,0.000
1606398318.762,-28.320,-39.551,-36.621,-30.273,0.000
1606398318.766,-31.738,-39.551,-35.156,-36.621,0.000
1606398318.770,-33.691,-38.086,-28.320,-33.203,0.000
1606398318.774,-33.203,-35.645,-36.621,-21.973,0.000
1606398318.778,-25.879,-28.809,-32.227,-14.648,0.000
1606398318.782,-28.809,-29.785,-29.785,-21.484,0.000
1606398318.786,-40.527,-37.598,-30.762,-29.297,0.000
1606398318.790,-39.551,-41.016,-27.344,-31.250,0.000
1606398318.793,-29.785,-35.645,-33.691,-28.809,0.000
1606398318.797,-21.973,-28.809,-41.504,-21.973,0.000
1606398318.801,-23.438,-27.344,-35.645,-26.367,0.000
1606398318.805,-31.250,-30.762,-26.855,-32.227,0.000
1606398318.809,-37.109,-32.227,-27.832,-33.691,0.000
1606398318.813,-29.297,-18.066,-31.738,-32.227,0.000
1606398318.817,-19.531,-20.020,-35.156,-26.367,0.000
1606398318.821,-24.902,-27.344,-33.203,-26.855,0.000
1606398318.825,-36.621,-22.949,-33.691,-32.227,0.000
1606398318.829,-39.551,-27.344,-30.273,-36.621,0.000
1606398318.833,-39.062,-37.109,-39.551,-39.551,0.000
1606398318.836,-35.645,-38.086,-51.270,-34.180,0.000
1606398318.840,-33.691,-34.668,-49.805,-27.832,0.000
1606398318.844,-40.039,-34.668,-41.016,-32.227,0.000
1606398318.848,-48.828,-33.691,-30.762,-39.062,0.000
1606398318.852,-44.434,-27.832,-25.879,-37.109,0.000
1606398318.856,-37.598,-23.438,-23.926,-34.668,0.000
1606398318.860,-37.109,-23.926,-28.320,-34.668,0.000
1606398318.864,-37.598,-25.391,-31.738,-37.109,0.000
1606398318.868,-38.574,-24.414,-38.086,-33.691,0.000
1606398318.872,-35.645,-18.555,-36.133,-28.320,0.000
1606398318.876,-30.762,-26.367,-26.855,-23.438,0.000
1606398318.879,-25.879,-41.504,-22.461,-19.043,0.000
1606398318.883,-31.250,-42.480,-22.949,-24.414,0.000
1606398318.887,-39.551,-38.574,-34.668,-30.273,0.000
1606398318.891,-28.320,-33.691,-50.781,-28.809,0.000
1606398318.895,-17.090,-38.086,-44.922,-19.043,0.000
1606398318.899,-20.996,-35.156,-21.484,-11.719,0.000
1606398318.903,-26.367,-22.949,-18.555,-25.879,0.000
1606398318.907,-31.250,-20.020,-29.297,-27.344,0.000
1606398318.911,-33.691,-29.297,-22.949,-17.090,0.000
1606398318.915,-27.832,-27.832,-18.066,-16.602,0.000
1606398318.918,-21.973,-22.461,-22.461,-18.066,0.000
1606398318.922,-25.879,-31.250,-30.273,-28.320,0.000
1606398318.926,-30.273,-32.715,-40.527,-37.109,0.000
1606398318.930,-24.902,-29.297,-39.551,-29.297,0.000
1606398318.934,-13.184,-32.715,-30.273,-11.230,0.000
1606398318.938,-19.531,-35.645,-20.020,-13.184,0.000
1606398318.942,-39.551,-38.574,-17.090,-30.273,0.000
1606398318.946,-52.246,-38.086,-22.461,-35.645,0.000
1606398318.950,-51.270,-38.086,-22.949,-32.715,0.000
1606398318.954,-40.527,-39.062,-26.855,-26.367,0.000
1606398318.958,-35.156,-40.527,-26.855,-22.461,0.000
1606398318.961,-31.738,-37.598,-24.414,-19.043,0.000
1606398318.965,-38.086,-39.551,-24.414,-27.832,0.000
1606398318.969,-44.434,-37.598,-27.832,-37.109,0.000
1606398318.973,-33.691,-30.762,-28.320,-32.715,0.000
1606398318.977,-23.438,-27.344,-23.926,-26.367,0.000
1606398318.981,-24.902,-30.762,-24.902,-27.344,0.000
1606398318.985,-38.086,-31.738,-29.785,-28.809,0.000
1606398318.989,-41.992,-27.832,-30.762,-28.809,0.000
1606398318.993,-25.391,-25.879,-26.367,-26.367,0.000
1606398318.997,-18.066,-26.367,-21.973,-18.066,0.000
1606398319.001,-25.879,-42.480,-24.414,-12.695,0.000
1606398319.004,-36.133,-39.062,-30.273,-7.324,0.000
1606398319.008,-38.086,-17.090,-22.949,-14.160,0.000
1606398319.012,-32.227,-21.484,-24.414,-23.926,0.000
1606398319.016,-25.391,-31.738,-29.297,-12.207,0.000
1606398319.020,-23.438,-25.391,-23.438,-10.254,0.000
1606398319.024,-32.227,-27.344,-28.320,-26.367,0.000
1606398319.028,-36.621,-32.227,-26.367,-30.762,0.000
1606398319.032,-34.668,-31.250,-23.926,-24.414,0.000
1606398319.036,-25.391,-31.738,-38.086,-14.160,0.000
1606398319.040,-20.996,-31.250,-41.016,-18.066,0.000
1606398319.043,-29.297,-31.738,-22.949,-22.461,0.000
1606398319.047,-36.621,-25.879,-11.230,-23.926,0.000
1606398319.051,-33.203,-18.555,-24.414,-25.879,0.000
1606398319.055,-20.996,-22.461,-33.203,-21.484,0.000
1606398319.059,-18.555,-30.762,-23.438,-13.672,0.000
1606398319.063,-25.879,-35.156,-22.461,-13.672,0.000
1606398319.067,-31.250,-40.039,-28.809,-18.555,0.000
1606398319.071,-27.832,-35.645,-25.879,-18.066,0.000
1606398319.075,-20.508,-37.109,-29.297,-10.254,0.000
1606398319.079,-18.066,-39.062,-27.832,-10.254,0.000
1606398319.083,-24.414,-20.996,-18.555,-24.902,0.000
1606398319.086,-33.691,-21.973,-19.043,-31.250,0.000
1606398319.090,-33.691,-35.645,-22.949,-30.273,0.000
1606398319.094,-27.832,-28.809,-26.367,-20.508,0.000
1606398319.098,-18.555,-23.438,-30.273,-19.531,0.000
1606398319.102,-21.484,-32.715,-36.621,-32.715,0.000
1606398319.106,-32.227,-32.715,-33.691,-33.691,0.000
1606398319.110,-35.156,-27.832,-28.320,-31.738,0.000
1606398319.114,-32.227,-28.809,-24.414,-31.250,0.000
1606398319.118,-24.902,-33.691,-22.949,-22.949,0.000
1606398319.122,-24.902,-34.668,-25.879,-22.949,0.000
1606398319.126,-35.156,-31.738,-34.180,-33.203,0.000
1606398319.129,-34.180,-28.320,-45.898,-41.504,0.000
1606398319.133,-27.344,-27.832,-38.574,-32.227,0.000
1606398319.137,-18.066,-30.273,-29.785,-19.531,0.000
1606398319.141,-18.555,-16.602,-32.227,-25.879,0.000
1606398319.145,-29.297,-16.602,-24.414,-29.785,0.000
1606398319.149,-38.086,-29.785,-22.461,-35.645,0.000
1606398319.153,-37.598,-28.809,-27.344,-37.598,0.000
1606398319.157,-25.391,-28.320,-35.156,-29.785,0.000
1606398319.161,-24.902,-39.062,-40.527,-20.508,0.000
1606398319.165,-31.250,-44.434,-33.691,-19.531,0.000
1606398319.168,-33.203,-36.621,-30.762,-26.367,0.000
1606398319.172,-31.738,-26.367,-30.273,-23.926,0.000
1606398319.176,-24.414,-25.879,-24.902,-17.578,0.000
1606398319.180,-24.414,-36.621,-26.367,-15.625,0.000
1606398319.184,-32.227,-33.691,-26.855,-25.391,0.000
1606398319.188,-37.109,-24.414,-29.785,-34.668,0.000
1606398319.192,-34.668,-34.180,-35.645,-25.879,0.000
1606398319.196,-24.414,-35.645,-40.039,-24.902,0.000
1606398319.200,-22.461,-28.320,-41.016,-27.344,0.000
1606398319.204,-31.738,-29.297,-35.645,-32.227,0.000
1606398319.208,-41.992,-41.992,-37.598,-37.109,0.000
1606398319.211,-40.039,-48.340,-38.574,-27.344,0.000
1606398319.215,-34.180,-39.062,-28.809,-19.531,0.000
1606398319.219,-29.785,-25.391,-27.832,-26.367,0.000
1606398319.223,-21.484,-20.996,-30.273,-30.762,0.000
1606398319.227,-26.367,-26.367,-35.156,-32.715,0.000
1606398319.231,-33.691,-22.949,-38.086,-32.227,0.000
1606398319.235,-29.297,-22.949,-37.598,-19.531,0.000
1606398319.239,-23.926,-29.785,-41.016,-20.020,0.000
1606398319.243,-23.438,-29.297,-35.156,-25.879,0.000
1606398319.247,-29.785,-21.973,-20.996,-31.250,0.000
1606398319.251,-33.691,-23.438,-17.578,-36.133,0.000
1606398319.254,-30.762,-29.785,-32.715,-28.809,0.000
1606398319.258,-24.902,-30.273,-42.480,-22.461,0.000
1606398319.262,-24.902,-30.762,-30.762,-21.973,0.000
1606398319.266,-37.109,-33.203,-24.902,-27.832,0.000
1606398319.270,-39.551,-30.762,-31.250,-27.344,0.000
1606398319.274,-33.203,-26.367,-39.062,-22.949,0.000
1606398319.278,-26.855,-23.926,-30.762,-20.996,0.000
1606398319.282,-31.738,-30.273,-30.762,-23.438,0.000
1606398319.286,-43.457,-42.969,-43.457,-24.414,0.000
1606398319.290,-42.969,-39.062,-34.668,-27.344,0.000
1606398319.293,-37.109,-30.273,-26.367,-34.668,0.000
1606398319.297,-27.832,-36.621,-26.367,-20.020,0.000
1606398319.301,-26.855,-36.621,-30.273,-11.230,0.000
1606398319.305,-35.156,-30.273,-33.203,-19.531,0.000
1606398319.309,-33.203,-29.297,-23.438,-20.508,0.000
1606398319.313,-27.344,-27.832,-25.879,-15.625,0.000
1606398319.317,-23.926,-32.227,-41.992,-10.254,0.000
1606398319.321,-27.832,-28.320,-44.434,-17.090,0.000
1606398319.325,-35.645,-26.855,-35.156,-29.785,0.000
1606398319.329,-42.969,-34.180,-31.250,-32.715,0.000
1606398319.333,-39.551,-36.621,-31.738,-31.738,0.000
1606398319.336,-31.738,-36.133,-29.297,-27.344,0.000
1606398319.340,-33.203,-38.086,-24.902,-20.508,0.000
1606398319.344,-41.504,-32.227,-23.926,-20.020,0.000
1606398319.348,-47.363,-32.227,-23.438,-32.715,0.000
1606398319.352,-45.898,-29.785,-22.461,-25.879,0.000
1606398319.356,-38.574,-24.902,-21.973,-14.160,0.000
1606398319.360,-30.762,-35.156,-28.320,-14.160,0.000
1606398319.364,-37.109,-35.156,-35.156,-17.090,0.000
1606398319.368,-43.457,-22.461,-40.039,-24.414,0.000
1606398319.372,-31.738,-22.461,-49.805,-20.508,0.000
1606398319.376,-19.531,-32.715,-43.945,-12.695,0.000
1606398319.379,-18.555,-29.785,-18.066,-11.719,0.000
1606398319.383,-27.344,-23.926,-10.742,-18.066,0.000
1606398319.387,-36.133,-31.738,-22.949,-30.762,0.000
1606398319.391,-31.738,-29.785,-34.180,-31.738,0.000
1606398319.395,-26.855,-23.926,-38.086,-23.438,0.000
1606398319.399,-22.949,-25.879,-31.250,-18.555,0.000
1606398319.403,-23.438,-27.832,-26.855,-21.973,0.000
1606398319.407,-41.016,-25.879,-30.762,-30.273,0.000
1606398319.411,-46.875,-19.043,-28.320,-27.832,0.000
1606398319.415,-37.109,-23.926,-23.926,-26.855,0.000
1606398319.418,-32.227,-31.250,-30.273,-30.762,0.000
1606398319.422,-37.598,-25.879,-35.645,-30.273,0.000
1606398319.426,-45.410,-20.020,-29.297,-36.621,0.000
1606398319.430,-40.527,-25.879,-31.250,-34.668,0.000
1606398319.434,-30.762,-32.227,-33.691,-26.855,0.000
1606398319.438,-29.785,-26.367,-28.320,-26.367,0.000
1606398319.442,-26.855,-25.879,-24.902,-26.367,0.000
1606398319.446,-31.738,-33.203,-18.555,-30.762,0.000
1606398319.450,-37.109,-43.945,-20.996,-27.832,0.000
1606398319.454,-36.133,-40.527,-31.738,-24.414,0.000
1606398319.458,-37.109,-22.949,-34.180,-23.926,0.000
1606398319.461,-37.109,-26.367,-39.062,-20.508,0.000
1606398319.465,-39.551,-29.785,-36.621,-22.461,0.000
1606398319.469,-45.410,-27.344,-28.809,-34.180,0.000
1606398319.473,-42.480,-26.855,-26.367,-28.320,0.000
1606398319.477,-33.203,-24.414,-29.785,-13.672,0.000
1606398319.481,-35.156,-26.367,-39.551,-16.113,0.000
1606398319.485,-40.039,-33.691,-39.551,-25.879,0.000
1606398319.489,-38.574,-37.109,-35.156,-29.785,0.000
1606398319.493,-28.320,-32.715,-29.297,-21.484,0.000
1606398319.497,-21.484,-31.738,-30.762,-19.043,0.000
1606398319.501,-20.996,-30.273,-36.133,-20.996,0.000
1606398319.504,-21.973,-27.344,-28.809,-30.762,0.000
1606398319.508,-26.367,-36.133,-31.250,-32.715,0.000
1606398319.512,-26.367,-41.016,-41.992,-21.484,0.000
1606398319.516,-21.484,-26.367,-33.691,-17.090,0.000
1606398319.520,-18.066,-25.879,-21.484,-19.531,0.000
1606398319.524,-27.344,-32.227,-21.973,-28.320,0.000
1606398319.528,-37.598,-24.902,-36.621,-29.297,0.000
1606398319.532,-32.227,-21.484,-45.898,-20.508,0.000
1606398319.536,-22.949,-28.320,-29.785,-11.230,0.000
1606398319.540,-17.578,-31.738,-23.926,-10.254,0.000
1606398319.543,-24.902,-30.273,-28.320,-17.090,0.000
1606398319.547,-40.527,-23.438,-28.809,-23.926,0.000
1606398319.551,-41.016,-19.531,-26.367,-26.367,0.000
1606398319.555,-28.809,-28.320,-19.043,-14.160,0.000
1606398319.559,-26.367,-34.668,-24.902,-8.789,0.000
