timestamps,TP9,AF7,AF8,TP10,Right AUX
1606398371.653,-36.621,-34.180,-34.668,-35.645,0.000
1606398371.657,-33.691,-31.250,-34.180,-33.691,0.000
1606398371.661,-28.320,-39.551,-38.574,-27.832,0.000
1606398371.665,-25.391,-41.504,-33.203,-25.879,0.000
1606398371.668,-30.762,-34.668,-28.320,-29.785,0.000
1606398371.672,-37.109,-31.738,-27.832,-30.762,0.000
1606398371.676,-39.062,-34.668,-28.320,-29.785,0.000
1606398371.680,-29.297,-41.016,-29.297,-26.367,0.000
1606398371.684,-20.020,-31.250,-28.809,-19.531,0.000
1606398371.688,-22.461,-27.344,-27.832,-18.066,0.000
1606398371.692,-30.273,-32.227,-30.273,-24.902,0.000
1606398371.696,-27.344,-31.250,-29.785,-23.438,0.000
1606398371.700,-17.090,-30.273,-29.785,-16.113,0.000
1606398371.704,-13.184,-34.180,-33.203,-15.625,0.000
1606398371.708,-19.531,-34.668,-33.691,-15.137,0.000
1606398371.711,-28.809,-32.227,-36.133,-22.949,0.000
1606398371.715,-27.832,-36.133,-36.133,-24.902,0.000
1606398371.719,-19.043,-38.086,-34.668,-19.531,0.000
1606398371.723,-6.348,-38.574,-30.762,-14.160,0.000
1606398371.727,-12.207,-39.062,-29.297,-18.555,0.000
1606398371.731,-28.809,-28.320,-30.273,-30.762,0.000
1606398371.735,-31.250,-28.809,-26.855,-29.785,0.000
1606398371.739,-23.926,-31.250,-28.809,-27.832,0.000
1606398371.743,-23.438,-28.320,-31.250,-27.832,0.000
1606398371.747,-29.785,-30.762,-31.738,-30.273,0.000
1606398371.751,-33.203,-34.180,-32.715,-35.645,0.000
1606398371.754,-40.039,-41.016,-32.227,-33.203,0.000
1606398371.758,-35.645,-38.086,-28.320,-23.438,0.000
1606398371.762,-20.996,-29.785,-25.879,-22.461,0.000
1606398371.766,-19.531,-27.344,-27.832,-27.344,0.000
1606398371.770,-35.156,-35.156,-30.762,-36.133,0.000
1606398371.774,-42.480,-41.016,-31.250,-40.527,0.000
1606398371.778,-31.738,-32.715,-29.785,-35.645,0.000
1606398371.782,-26.367,-31.738,-26.367,-24.414,0.000
1606398371.786,-30.762,-35.645,-25.391,-21.484,0.000
1606398371.790,-34.668,-29.785,-23.926,-25.879,0.000
1606398371.793,-35.156,-28.809,-20.020,-21.973,0.000
1606398371.797,-32.227,-34.180,-23.438,-17.090,0.000
1606398371.801,-28.809,-31.250,-27.832,-16.113,0.000
1606398371.805,-25.391,-25.391,-31.250,-20.508,0.000
1606398371.809,-25.879,-23.926,-30.273,-24.414,0.000
1606398371.813,-28.809,-34.668,-25.879,-20.508,0.000
1606398371.817,-27.832,-36.133,-24.902,-17.578,0.000
1606398371.821,-21.484,-23.926,-25.391,-14.160,0.000
1606398371.825,-17.578,-31.738,-26.367,-11.230,0.000
1606398371.829,-26.855,-38.086,-25.391,-14.160,0.000
1606398371.833,-38.574,-36.133,-26.855,-21.973,0.000
1606398371.836,-41.016,-35.156,-27.832,-30.273,0.000
1606398371.840,-33.203,-39.062,-26.367,-22.461,0.000
1606398371.844,-28.320,-40.527,-25.879,-14.648,0.000
1606398371.848,-30.762,-40.527,-27.344,-19.043,0.000
1606398371.852,-33.203,-39.062,-25.391,-29.785,0.000
1606398371.856,-30.273,-40.527,-23.926,-33.203,0.000
1606398371.860,-23.438,-41.504,-30.762,-21.484,0.000
1606398371.864,-18.066,-32.715,-32.227,-22.949,0.000
1606398371.868,-22.949,-31.738,-30.762,-31.250,0.000
1606398371.872,-34.668,-38.086,-32.715,-32.227,0.000
1606398371.876,-37.598,-43.945,-32.715,-33.203,0.000
1606398371.879,-29.785,-36.621,-31.250,-22.949,0.000
1606398371.883,-20.020,-31.738,-35.645,-14.648,0.000
1606398371.887,-24.902,-37.109,-38.086,-26.367,0.000
1606398371.891,-34.180,-34.180,-36.133,-32.715,0.000
1606398371.895,-35.645,-28.809,-38.574,-26.367,0.000
1606398371.899,-28.320,-27.832,-37.109,-19.531,0.000
1606398371.903,-13.184,-37.598,-32.715,-15.625,0.000
1606398371.907,-12.695,-34.180,-28.809,-20.996,0.000
1606398371.911,-25.879,-23.438,-30.762,-33.691,0.000
1606398371.915,-28.809,-29.785,-32.715,-33.691,0.000
1606398371.918,-22.949,-34.668,-31.738,-20.996,0.000
1606398371.922,-19.043,-37.598,-31.738,-19.531,0.000
1606398371.926,-19.531,-38.086,-30.273,-21.973,0.000
1606398371.930,-22.949,-33.691,-27.344,-21.973,0.000
1606398371.934,-26.367,-35.156,-24.902,-25.391,0.000
1606398371.938,-28.809,-40.527,-30.762,-29.785,0.000
1606398371.942,-22.949,-35.156,-30.273,-27.344,0.000
1606398371.946,-20.508,-34.180,-29.297,-26.367,0.000
1606398371.950,-32.227,-43.945,-34.180,-34.668,0.000
1606398371.954,-41.992,-38.574,-35.645,-42.969,0.000
1606398371.958,-34.180,-30.273,-35.156,-40.039,0.000
1606398371.961,-18.066,-36.621,-29.785,-20.020,0.000
1606398371.965,-15.137,-42.480,-27.832,-11.719,0.000
1606398371.969,-20.508,-33.203,-26.855,-19.531,0.000
1606398371.973,-25.391,-30.762,-26.367,-28.320,0.000
1606398371.977,-26.367,-33.203,-30.273,-30.273,0.000
1606398371.981,-18.066,-33.203,-26.855,-31.250,0.000
1606398371.985,-11.719,-34.180,-21.973,-23.926,0.000
1606398371.989,-15.625,-29.785,-21.484,-20.996,0.000
1606398371.993,-24.902,-29.785,-25.391,-33.203,0.000
1606398371.997,-30.273,-37.598,-29.297,-35.645,0.000
1606398372.001,-28.809,-38.086,-33.691,-28.320,0.000
1606398372.004,-27.832,-32.715,-37.598,-30.762,0.000
1606398372.008,-31.738,-37.109,-33.691,-30.762,0.000
1606398372.012,-40.039,-35.645,-30.273,-28.809,0.000
1606398372.016,-45.410,-29.297,-30.762,-35.645,0.000
1606398372.020,-40.039,-31.738,-28.809,-35.645,0.000
1606398372.024,-32.227,-30.762,-25.879,-33.691,0.000
1606398372.028,-32.715,-33.203,-27.344,-34.668,0.000
1606398372.032,-34.180,-33.203,-29.297,-33.691,0.000
1606398372.036,-29.785,-27.832,-30.762,-28.320,0.000
1606398372.040,-23.438,-29.785,-26.367,-20.020,0.000
1606398372.043,-23.438,-35.156,-21.484,-18.066,0.000
1606398372.047,-28.320,-34.180,-23.926,-22.949,0.000
1606398372.051,-31.250,-34.668,-23.926,-26.367,0.000
1606398372.055,-29.297,-39.551,-24.414,-26.367,0.000
1606398372.059,-26.855,-35.645,-27.832,-24.902,0.000
1606398372.063,-19.043,-32.227,-29.297,-21.484,0.000
1606398372.067,-18.066,-33.691,-27.832,-25.391,0.000
1606398372.071,-28.320,-36.133,-26.367,-29.785,0.000
1606398372.075,-29.297,-38.086,-27.344,-27.344,0.000
1606398372.079,-24.414,-39.062,-27.832,-18.555,0.000
1606398372.083,-21.973,-41.504,-27.344,-11.230,0.000
1606398372.086,-21.973,-42.480,-29.297,-12.695,0.000
1606398372.090,-32.227,-42.480,-30.273,-13.184,0.000
1606398372.094,-41.504,-40.527,-25.391,-20.508,0.000
1606398372.098,-35.645,-41.992,-24.414,-21.973,0.000
1606398372.102,-31.250,-33.691,-25.391,-8.789,0.000
1606398372.106,-32.715,-25.879,-27.344,-16.602,0.000
1606398372.110,-37.109,-37.109,-32.715,-28.320,0.000
1606398372.114,-45.898,-39.062,-33.691,-31.738,0.000
1606398372.118,-42.969,-31.738,-30.273,-28.320,0.000
1606398372.122,-33.203,-33.203,-29.785,-21.973,0.000
1606398372.126,-33.691,-39.062,-32.715,-19.043,0.000
1606398372.129,-34.668,-41.504,-33.691,-23.438,0.000
1606398372.133,-35.645,-36.133,-32.715,-26.855,0.000
1606398372.137,-34.668,-32.227,-32.227,-17.578,0.000
1606398372.141,-23.926,-34.668,-28.320,-18.066,0.000
1606398372.145,-17.578,-39.551,-26.367,-21.484,0.000
1606398372.149,-25.879,-32.227,-35.156,-26.855,0.000
1606398372.153,-30.273,-26.367,-37.598,-34.180,0.000
1606398372.157,-20.996,-25.391,-29.785,-32.227,0.000
1606398372.161,-15.137,-24.414,-32.227,-28.320,0.000
1606398372.165,-18.555,-27.832,-36.133,-31.738,0.000
1606398372.168,-21.484,-27.832,-29.297,-34.668,0.000
1606398372.172,-29.297,-33.691,-26.367,-35.645,0.000
1606398372.176,-29.297,-36.133,-31.738,-37.109,0.000
1606398372.180,-28.320,-38.086,-38.574,-35.156,0.000
1606398372.184,-27.344,-39.551,-36.133,-30.273,0.000
1606398372.188,-26.855,-43.457,-35.156,-28.320,0.000
1606398372.192,-34.180,-44.434,-34.668,-34.180,0.000
1606398372.196,-37.109,-34.180,-31.738,-36.621,0.000
1606398372.200,-24.414,-31.250,-28.809,-23.926,0.000
1606398372.204,-18.066,-29.297,-26.855,-17.578,0.000
1606398372.208,-23.438,-28.809,-25.879,-20.996,0.000
1606398372.211,-28.809,-31.250,-26.367,-26.855,0.000
1606398372.215,-31.738,-36.621,-28.320,-28.809,0.000
1606398372.219,-28.809,-39.062,-24.414,-20.020,0.000
1606398372.223,-30.273,-34.180,-26.367,-17.090,0.000
1606398372.227,-31.250,-33.691,-30.273,-27.832,0.000
1606398372.231,-32.715,-38.574,-25.391,-32.715,0.000
1606398372.235,-41.016,-40.039,-24.414,-32.715,0.000
1606398372.239,-39.062,-32.227,-28.320,-30.762,0.000
1606398372.243,-30.273,-27.344,-31.738,-27.344,0.000
1606398372.247,-32.227,-33.691,-34.668,-37.109,0.000
1606398372.251,-37.598,-31.738,-34.180,-43.945,0.000
1606398372.254,-36.621,-27.344,-32.715,-38.574,0.000
1606398372.258,-32.715,-30.762,-32.227,-31.738,0.000
1606398372.262,-25.879,-38.086,-32.227,-23.926,0.000
1606398372.266,-20.020,-34.180,-29.297,-21.973,0.000
1606398372.270,-25.391,-25.879,-24.902,-32.715,0.000
1606398372.274,-26.367,-25.391,-22.949,-35.156,0.000
1606398372.278,-19.043,-37.109,-22.461,-17.578,0.000
1606398372.282,-14.160,-38.574,-23.438,-3.906,0.000
1606398372.286,-15.625,-26.855,-24.414,-3.418,0.000
1606398372.290,-26.855,-32.715,-28.320,-5.371,0.000
1606398372.293,-39.062,-39.551,-34.668,-18.555,0.000
1606398372.297,-37.598,-36.621,-35.156,-25.391,0.000
1606398372.301,-34.180,-37.109,-32.715,-21.973,0.000
1606398372.305,-36.621,-39.062,-36.621,-24.902,0.000
1606398372.309,-41.016,-35.645,-34.180,-28.809,0.000
1606398372.313,-45.898,-31.738,-29.297,-31.250,0.000
1606398372.317,-38.086,-24.414,-24.902,-30.762,0.000
1606398372.321,-29.297,-27.344,-23.438,-31.250,0.000
1606398372.325,-27.832,-44.434,-26.855,-29.785,0.000
1606398372.329,-33.203,-43.945,-29.785,-39.062,0.000
1606398372.333,-39.551,-36.133,-31.738,-50.781,0.000
1606398372.336,-41.016,-37.109,-32.715,-46.875,0.000
1606398372.340,-33.203,-37.109,-32.227,-36.133,0.000
1606398372.344,-25.879,-35.156,-31.738,-35.156,0.000
1606398372.348,-31.250,-43.457,-32.715,-41.504,0.000
1606398372.352,-37.109,-41.992,-30.273,-41.992,0.000
1606398372.356,-31.250,-31.738,-27.344,-37.109,0.000
1606398372.360,-22.461,-30.273,-33.203,-28.809,0.000
1606398372.364,-19.531,-33.691,-33.203,-23.926,0.000
1606398372.368,-18.555,-41.992,-27.344,-25.391,0.000
1606398372.372,-25.879,-44.434,-26.855,-31.738,0.000
1606398372.376,-27.344,-38.086,-30.273,-29.785,0.000
1606398372.379,-24.902,-33.203,-33.691,-20.996,0.000
1606398372.383,-21.973,-38.086,-31.738,-10.254,0.000
1606398372.387,-24.414,-38.574,-28.809,-15.625,0.000
1606398372.391,-31.738,-31.250,-31.738,-36.621,0.000
1606398372.395,-32.715,-31.250,-33.203,-37.598,0.000
1606398372.399,-24.414,-30.762,-32.715,-23.926,0.000
1606398372.403,-17.090,-29.785,-31.250,-21.484,0.000
1606398372.407,-22.461,-29.785,-29.297,-30.762,0.000
1606398372.411,-31.738,-28.809,-28.320,-33.203,0.000
1606398372.415,-36.133,-31.250,-33.691,-27.832,0.000
1606398372.418,-33.691,-36.621,-33.203,-28.320,0.000
1606398372.422,-24.902,-29.785,-27.344,-27.344,0.000
1606398372.426,-22.949,-26.367,-29.297,-22.949,0.000
1606398372.430,-32.227,-40.039,-34.668,-25.879,0.000
1606398372.434,-41.504,-41.016,-35.645,-30.273,0.000
1606398372.438,-35.645,-30.273,-33.691,-28.320,0.000
1606398372.442,-28.320,-33.203,-32.715,-18.066,0.000
1606398372.446,-27.344,-38.574,-30.762,-19.043,0.000
1606398372.450,-35.156,-37.109,-29.297,-29.785,0.000
1606398372.454,-40.527,-34.668,-25.879,-28.809,0.000
1606398372.458,-32.227,-37.598,-27.344,-15.137,0.000
1606398372.461,-24.902,-41.992,-30.762,-9.766,0.000
1606398372.465,-26.855,-41.504,-28.809,-14.648,0.000
1606398372.469,-31.738,-36.133,-27.832,-18.555,0.000
1606398372.473,-29.785,-41.992,-24.902,-13.672,0.000
1606398372.477,-23.438,-39.551,-25.879,-11.719,0.000
1606398372.481,-17.578,-30.273,-31.738,-14.160,0.000
1606398372.485,-14.648,-36.621,-31.250,-8.789,0.000
1606398372.489,-20.996,-38.574,-33.203,-16.113,0.000
1606398372.493,-30.762,-42.480,-38.574,-28.809,0.000
1606398372.497,-30.273,-48.340,-41.016,-27.344,0.000
1606398372.501,-22.461,-47.363,-40.527,-23.926,0.000
1606398372.504,-15.137,-43.457,-36.133,-20.996,0.000
1606398372.508,-20.508,-35.645,-35.156,-26.367,0.000
1606398372.512,-32.227,-35.156,-40.039,-27.832,0.000
1606398372.516,-29.785,-37.109,-40.527,-26.367,0.000
1606398372.520,-17.578,-36.621,-34.668,-25.879,0.000
1606398372.524,-11.230,-33.203,-30.762,-19.043,0.000
1606398372.528,-20.508,-30.273,-30.273,-21.484,0.000
1606398372.532,-33.691,-34.668,-32.227,-27.344,0.000
1606398372.536,-34.180,-35.156,-30.762,-20.020,0.000
1606398372.540,-28.809,-31.738,-30.762,-17.090,0.000
1606398372.543,-27.832,-34.180,-31.738,-17.578,0.000
1606398372.547,-30.762,-42.480,-28.320,-22.949,0.000
1606398372.551,-38.086,-41.016,-31.738,-28.809,0.000
1606398372.555,-40.527,-38.086,-38.086,-32.715,0.000
1606398372.559,-29.785,-41.992,-35.156,-29.297,0.000
1606398372.563,-20.996,-41.504,-28.320,-11.719,0.000
1606398372.567,-21.973,-38.574,-29.297,-8.789,0.000
1606398372.571,-25.879,-29.297,-30.273,-22.461,0.000
1606398372.575,-26.855,-28.320,-27.832,-25.391,0.000
1606398372.579,-22.461,-32.227,-27.344,-18.555,0.000
1606398372.583,-16.602,-27.832,-26.855,-12.695,0.000
1606398372.586,-15.137,-31.250,-28.320,-15.625,0.000
1606398372.590,-21.484,-34.180,-25.879,-21.973,0.000
1606398372.594,-25.879,-32.227,-26.855,-17.090,0.000
1606398372.598,-22.461,-31.250,-30.762,-19.531,0.000
1606398372.602,-13.672,-30.273,-27.832,-22.461,0.000
1606398372.606,-8.301,-28.809,-21.973,-17.090,0.000
1606398372.610,-20.996,-29.785,-22.949,-25.879,0.000
1606398372.614,-30.273,-23.926,-24.902,-31.738,0.000
1606398372.618,-23.926,-22.461,-28.809,-28.320,0.000
1606398372.622,-19.043,-28.320,-29.297,-22.461,0.000
1606398372.626,-15.137,-24.902,-23.926,-23.438,0.000
1606398372.629,-16.602,-19.531,-26.367,-30.273,0.000
1606398372.633,-22.461,-23.926,-28.809,-28.320,0.000
1606398372.637,-22.949,-28.809,-22.949,-20.996,0.000
1606398372.641,-16.113,-30.273,-20.996,-15.137,0.000
1606398372.645,-8.789,-32.227,-23.438,-20.996,0.000
1606398372.649,-19.043,-32.715,-25.879,-28.809,0.000
1606398372.653,-28.320,-39.062,-27.832,-25.391,0.000
1606398372.657,-26.855,-38.574,-30.273,-27.832,0.000
1606398372.661,-23.926,-30.273,-34.180,-22.461,0.000
1606398372.665,-18.066,-33.691,-34.668,-15.137,0.000
1606398372.668,-24.414,-38.086,-32.715,-20.508,0.000
1606398372.672,-32.715,-36.133,-29.297,-30.762,0.000
1606398372.676,-30.273,-35.156,-24.414,-30.273,0.000
1606398372.680,-23.438,-40.527,-26.367,-20.508,0.000
1606398372.684,-19.043,-41.016,-28.809,-13.672,0.000
1606398372.688,-26.855,-41.016,-32.227,-22.949,0.000
1606398372.692,-34.668,-41.504,-31.250,-37.109,0.000
1606398372.696,-32.715,-41.504,-29.785,-33.203,0.000
1606398372.700,-27.344,-50.293,-31.738,-21.484,0.000
1606398372.704,-24.902,-42.480,-31.250,-24.414,0.000
1606398372.708,-26.367,-27.344,-30.273,-28.320,0.000
1606398372.711,-26.855,-26.367,-26.855,-27.344,0.000
1606398372.715,-30.762,-28.320,-27.832,-26.367,0.000
1606398372.719,-27.832,-26.855,-31.738,-25.391,0.000
1606398372.723,-20.020,-24.414,-27.344,-18.555,0.000
1606398372.727,-19.531,-28.320,-21.973,-15.137,0.000
1606398372.731,-28.320,-34.668,-22.461,-21.973,0.000
1606398372.735,-31.250,-33.691,-24.414,-29.785,0.000
1606398372.739,-25.391,-34.180,-25.391,-27.344,0.000
1606398372.743,-21.484,-34.180,-25.879,-19.531,0.000
1606398372.747,-20.996,-29.297,-20.996,-18.555,0.000
1606398372.751,-30.762,-31.738,-22.461,-24.414,0.000
1606398372.754,-37.109,-33.691,-28.320,-30.762,0.000
1606398372.758,-31.738,-37.598,-30.273,-22.949,0.000
1606398372.762,-26.855,-39.551,-33.691,-20.996,0.000
1606398372.766,-23.926,-34.180,-35.156,-31.738,0.000
1606398372.770,-28.809,-41.016,-37.109,-35.645,0.000
1606398372.774,-30.762,-40.527,-37.109,-32.227,0.000
1606398372.778,-23.926,-38.574,-35.645,-29.785,0.000
1606398372.782,-18.555,-36.133,-38.086,-27.832,0.000
1606398372.786,-20.996,-37.598,-41.504,-26.855,0.000
1606398372.790,-31.250,-45.410,-41.992,-32.227,0.000
1606398372.793,-34.668,-42.480,-40.039,-40.039,0.000
1606398372.797,-30.762,-35.156,-38.086,-35.645,0.000
1606398372.801,-27.344,-37.598,-36.133,-27.832,0.000
1606398372.805,-28.320,-47.852,-37.109,-25.391,0.000
1606398372.809,-29.297,-41.992,-37.109,-32.227,0.000
1606398372.813,-34.668,-35.156,-35.156,-37.109,0.000
1606398372.817,-33.691,-37.109,-36.133,-29.785,0.000
1606398372.821,-23.926,-34.180,-34.180,-26.367,0.000
1606398372.825,-19.043,-29.297,-33.691,-27.344,0.000
1606398372.829,-23.926,-28.320,-33.691,-32.227,0.000
1606398372.833,-32.227,-33.691,-32.715,-43.945,0.000
1606398372.836,-35.156,-38.086,-32.715,-41.016,0.000
1606398372.840,-31.250,-36.621,-33.691,-29.785,0.000
1606398372.844,-28.320,-35.156,-30.762,-25.879,0.000
1606398372.848,-32.715,-38.574,-27.344,-27.832,0.000
1606398372.852,-43.457,-36.621,-33.203,-34.180,0.000
1606398372.856,-44.434,-27.832,-33.203,-41.016,0.000
1606398372.860,-31.250,-30.273,-32.715,-36.133,0.000
1606398372.864,-23.438,-33.203,-34.180,-33.203,0.000
1606398372.868,-29.297,-31.738,-34.668,-36.133,0.000
1606398372.872,-37.109,-30.273,-34.668,-36.621,0.000
1606398372.876,-39.062,-30.273,-33.203,-35.645,0.000
1606398372.879,-30.762,-32.715,-31.738,-25.879,0.000
1606398372.883,-20.996,-31.738,-32.715,-22.461,0.000
1606398372.887,-24.414,-30.273,-36.621,-29.297,0.000
1606398372.891,-34.180,-31.738,-32.227,-30.273,0.000
1606398372.895,-38.086,-33.203,-28.320,-27.344,0.000
1606398372.899,-31.250,-28.320,-31.250,-29.297,0.000
1606398372.903,-19.043,-24.414,-33.203,-29.785,0.000
1606398372.907,-21.973,-27.344,-34.180,-29.785,0.000
1606398372.911,-29.785,-29.785,-36.133,-31.738,0.000
1606398372.915,-30.273,-34.668,-36.621,-30.273,0.000
1606398372.918,-22.461,-37.109,-31.738,-31.738,0.000
1606398372.922,-15.137,-32.715,-27.344,-27.344,0.000
1606398372.926,-22.949,-31.250,-26.855,-25.879,0.000
1606398372.930,-38.574,-31.738,-25.879,-36.621,0.000
1606398372.934,-43.457,-32.715,-26.367,-44.922,0.000
1606398372.938,-34.180,-38.086,-27.344,-36.621,0.000
1606398372.942,-23.926,-35.156,-27.344,-25.391,0.000
1606398372.946,-26.855,-30.762,-32.227,-31.250,0.000
1606398372.950,-30.273,-33.691,-31.738,-34.180,0.000
1606398372.954,-33.691,-32.715,-27.832,-34.180,0.000
1606398372.958,-39.551,-32.227,-27.344,-32.715,0.000
1606398372.961,-31.738,-36.133,-27.832,-20.020,0.000
1606398372.965,-24.902,-39.062,-30.762,-16.602,0.000
1606398372.969,-24.902,-37.598,-29.785,-20.996,0.000
1606398372.973,-30.273,-35.156,-28.809,-22.949,0.000
1606398372.977,-32.227,-33.691,-29.785,-19.531,0.000
1606398372.981,-25.879,-37.109,-30.762,-8.789,0.000
1606398372.985,-19.531,-42.969,-29.785,-3.418,0.000
1606398372.989,-25.879,-41.016,-30.273,-17.090,0.000
1606398372.993,-31.738,-35.645,-29.297,-29.297,0.000
1606398372.997,-30.762,-40.039,-23.438,-26.367,0.000
1606398373.001,-26.855,-35.156,-24.414,-18.066,0.000
1606398373.004,-26.855,-32.227,-28.320,-22.461,0.000
1606398373.008,-32.715,-36.133,-29.785,-38.574,0.000
1606398373.012,-41.016,-38.086,-30.273,-42.969,0.000
1606398373.016,-41.504,-36.621,-30.762,-35.645,0.000
1606398373.020,-27.832,-27.344,-29.785,-30.762,0.000
1606398373.024,-25.879,-28.809,-30.273,-31.738,0.000
1606398373.028,-32.227,-44.922,-33.203,-33.203,0.000
1606398373.032,-37.109,-43.945,-31.250,-38.086,0.000
1606398373.036,-43.457,-32.715,-33.203,-40.527,0.000
1606398373.040,-31.250,-32.227,-30.762,-27.832,0.000
1606398373.043,-21.484,-29.785,-25.879,-21.484,0.000
1606398373.047,-21.484,-26.367,-25.391,-25.391,0.000
1606398373.051,-21.484,-28.320,-23.438,-30.762,0.000
1606398373.055,-22.461,-35.156,-28.809,-23.926,0.000
1606398373.059,-15.625,-38.086,-28.320,-9.277,0.000
1606398373.063,-7.812,-31.738,-23.926,-2.930,0.000
1606398373.067,-12.207,-28.320,-27.832,-5.859,0.000
1606398373.071,-26.367,-37.109,-30.762,-7.812,0.000
1606398373.075,-36.621,-44.434,-25.391,1.953,0.000
1606398373.079,-34.180,-34.180,-24.902,6.348,0.000
1606398373.083,-26.367,-24.414,-26.367,-6.836,0.000
1606398373.086,-30.273,-27.344,-22.949,-13.184,0.000
1606398373.090,-42.969,-32.227,-22.461,-23.926,0.000
1606398373.094,-48.340,-32.227,-29.297,-40.039,0.000
1606398373.098,-44.922,-34.668,-34.668,-38.086,0.000
1606398373.102,-35.156,-36.133,-34.180,-32.227,0.000
1606398373.106,-31.738,-32.715,-31.250,-33.691,0.000
1606398373.110,-35.156,-29.785,-30.273,-32.715,0.000
1606398373.114,-41.992,-32.715,-31.738,-35.156,0.000
1606398373.118,-47.363,-37.598,-32.227,-35.156,0.000
1606398373.122,-37.598,-38.086,-34.180,-32.715,0.000
1606398373.126,-28.809,-33.691,-32.227,-35.645,0.000
1606398373.129,-34.180,-31.250,-32.715,-39.062,0.000
1606398373.133,-36.621,-35.156,-34.180,-39.062,0.000
1606398373.137,-30.273,-32.227,-33.691,-39.551,0.000
1606398373.141,-21.484,-30.273,-33.691,-37.109,0.000
1606398373.145,-16.602,-32.715,-31.250,-35.645,0.000
1606398373.149,-21.973,-32.227,-36.621,-41.504,0.000
1606398373.153,-34.180,-37.109,-40.527,-46.875,0.000
1606398373.157,-32.715,-36.133,-36.621,-41.992,0.000
1606398373.161,-25.879,-33.203,-37.109,-38.574,0.000
1606398373.165,-22.949,-39.062,-38.086,-29.785,0.000
1606398373.168,-22.461,-34.180,-33.203,-25.879,0.000
1606398373.172,-28.809,-29.297,-30.273,-30.762,0.000
1606398373.176,-26.855,-31.250,-30.762,-28.809,0.000
1606398373.180,-20.508,-31.250,-28.320,-18.555,0.000
1606398373.184,-15.137,-28.809,-27.344,-19.043,0.000
1606398373.188,-19.531,-30.762,-30.273,-34.180,0.000
1606398373.192,-30.762,-39.062,-31.250,-34.180,0.000
1606398373.196,-24.414,-37.598,-25.879,-25.391,0.000
1606398373.200,-12.207,-32.715,-27.344,-22.461,0.000
1606398373.204,-15.137,-31.250,-34.668,-17.578,0.000
1606398373.208,-19.531,-28.320,-31.738,-13.672,0.000
1606398373.211,-27.832,-28.320,-27.344,-15.137,0.000
1606398373.215,-33.203,-27.832,-26.855,-13.672,0.000
1606398373.219,-29.297,-26.367,-30.273,-18.066,0.000
1606398373.223,-20.508,-35.156,-30.273,-13.184,0.000
1606398373.227,-21.973,-37.598,-27.832,-13.184,0.000
1606398373.231,-32.227,-30.762,-28.809,-23.438,0.000
1606398373.235,-34.180,-33.691,-31.738,-25.391,0.000
1606398373.239,-33.691,-38.574,-37.109,-24.902,0.000
1606398373.243,-32.715,-38.086,-37.598,-27.344,0.000
1606398373.247,-32.227,-37.598,-35.156,-27.344,0.000
1606398373.251,-38.574,-37.598,-36.133,-25.879,0.000
1606398373.254,-42.480,-40.039,-35.645,-26.855,0.000
1606398373.258,-30.273,-35.645,-31.738,-27.832,0.000
1606398373.262,-14.648,-30.762,-29.297,-24.414,0.000
1606398373.266,-10.254,-37.109,-31.738,-28.809,0.000
1606398373.270,-15.137,-41.016,-27.832,-28.320,0.000
1606398373.274,-20.996,-37.109,-26.367,-20.996,0.000
1606398373.278,-15.625,-29.785,-30.762,-18.555,0.000
1606398373.282,-8.301,-25.391,-29.297,-8.789,0.000
1606398373.286,-11.719,-28.809,-28.320,-6.836,0.000
1606398373.290,-18.066,-36.133,-26.855,-18.066,0.000
1606398373.293,-18.066,-33.691,-26.855,-19.531,0.000
1606398373.297,-12.695,-26.367,-26.367,-9.277,0.000
1606398373.301,-11.230,-27.832,-29.297,-6.348,0.000
1606398373.305,-16.602,-27.832,-31.250,-10.742,0.000
1606398373.309,-24.902,-32.227,-28.320,-18.066,0.000
1606398373.313,-33.691,-41.992,-29.297,-19.531,0.000
1606398373.317,-33.691,-38.086,-30.762,-18.066,0.000
1606398373.321,-21.484,-23.926,-27.832,-18.066,0.000
1606398373.325,-20.508,-26.855,-30.273,-12.207,0.000
1606398373.329,-31.250,-35.156,-35.156,-17.578,0.000
1606398373.333,-41.016,-32.715,-37.598,-23.438,0.000
1606398373.336,-38.086,-29.297,-35.156,-19.531,0.000
1606398373.340,-30.762,-34.180,-33.203,-17.090,0.000
1606398373.344,-28.809,-42.480,-36.621,-19.531,0.000
1606398373.348,-32.227,-44.434,-37.598,-35.156,0.000
1606398373.352,-39.551,-36.621,-35.156,-43.945,0.000
1606398373.356,-39.062,-32.715,-32.715,-42.969,0.000
1606398373.360,-32.715,-33.203,-30.273,-36.621,0.000
1606398373.364,-29.785,-30.762,-28.320,-30.762,0.000
1606398373.368,-24.414,-27.344,-26.855,-27.832,0.000
1606398373.372,-22.949,-35.645,-21.973,-24.414,0.000
1606398373.376,-23.438,-41.504,-24.902,-18.555,0.000
1606398373.379,-17.578,-26.855,-29.297,-16.602,0.000
1606398373.383,-9.766,-22.461,-25.391,-14.160,0.000
1606398373.387,-12.207,-30.273,-17.578,-10.254,0.000
1606398373.391,-23.926,-31.738,-17.578,-18.555,0.000
1606398373.395,-26.855,-25.391,-22.949,-26.367,0.000
1606398373.399,-20.996,-24.414,-23.438,-20.020,0.000
1606398373.403,-20.020,-35.156,-19.531,-15.625,0.000
1606398373.407,-27.344,-41.992,-20.996,-18.555,0.000
